Equity_Ticker,Date,Year,Quarter,Revenue,EBITDA,Total_Liabilities,Cash,Net_Int_Exp
601398 CH Equity,2022-03-31,2022,1,361612,,33941551,5477748,
601398 CH Equity,2022-03-31,2022,1,361612,,33941551,5477748,
601398 CH Equity,2022-06-30,2022,2,361439,,35411070,5536500,
601398 CH Equity,2022-06-30,2022,2,361439,,35411070,5536500,
601398 CH Equity,2022-09-30,2022,3,366857,,36121656,5749038,
601398 CH Equity,2022-09-30,2022,3,366857,,36121656,5749038,
601398 CH Equity,2022-12-31,2022,4,360294,,36094727,5484546,
601398 CH Equity,2022-12-31,2022,4,360294,,36094727,5484546,
601398 CH Equity,2023-03-31,2023,1,403727,,38432323,6016291,
601398 CH Equity,2023-03-31,2023,1,403727,,38432323,6016291,
601398 CH Equity,2023-06-30,2023,2,401708,,40073186,6596991,
601398 CH Equity,2023-06-30,2023,2,401708,,40073186,6596991,
601398 CH Equity,2023-09-30,2023,3,395801,,40806945,6654087,
601398 CH Equity,2023-09-30,2023,3,395801,,40806945,6654087,
601398 CH Equity,2023-12-31,2023,4,383685,,40920491,6383267,
601398 CH Equity,2023-12-31,2023,4,383685,,40920491,6383267,
601398 CH Equity,2024-03-31,2024,1,425092,,43723412,7430085,
601398 CH Equity,2024-03-31,2024,1,425092,,43723412,7430085,
601398 CH Equity,2024-06-30,2024,2,401706,,43252035,5799337,
601398 CH Equity,2024-06-30,2024,2,401706,,43252035,5799337,
601398 CH Equity,2024-09-30,2024,3,391554,,44435477,6270394,
601398 CH Equity,2024-09-30,2024,3,391554,,44435477,6270394,
601398 CH Equity,2024-12-31,2024,4,383825,,44834480,5753004,
601398 CH Equity,2024-12-31,2024,4,383825,,44834480,5753004,
601668 CH Equity,2020-03-31,2020,1,263830.618,,1579357.931,243816.608,2489.539
601668 CH Equity,2020-06-30,2020,2,464357.149,,1652192.456,261870.934,2315.115
601668 CH Equity,2020-09-30,2020,3,347918.442,,1651827.938,253107.273,2770.97
601668 CH Equity,2020-12-31,2020,4,538944.34,,1615231.415,279860.861,1090.754
601668 CH Equity,2021-03-31,2021,1,404744.475,,1690755.647,262587.113,2510.755
601668 CH Equity,2021-06-30,2021,2,532017.491,,1750203.103,280518.026,2384.531
601668 CH Equity,2021-09-30,2021,3,400342.697,,1752175.174,271516.334,2579.408
601668 CH Equity,2021-12-31,2021,4,555601.644,,1753642.804,310800.147,3351.525
601668 CH Equity,2022-03-31,2022,1,485434.904,,1845048.778,271230.666,3141.017
601668 CH Equity,2022-06-30,2022,2,575791.719,,1936845.689,330928.108,3103.708
601668 CH Equity,2022-09-30,2022,3,474766.792,,1965448.535,318178.647,2802.755
601668 CH Equity,2022-12-31,2022,4,519058.655,,1972516.396,318898.08,4934.264
601668 CH Equity,2023-03-31,2023,1,524828.043,,2021430.654,339618.563,3811.699
601668 CH Equity,2023-06-30,2023,2,588485.013,,2135578.501,335341.071,3335.441
601668 CH Equity,2023-09-30,2023,3,557928.75,,2133019.239,342458.961,3370.886
601668 CH Equity,2023-12-31,2023,4,594287.438,,2172252.41,337997.637,5019.712
601668 CH Equity,2024-03-31,2024,1,549319.265,,2217604.957,339176.3,4288.923
601668 CH Equity,2024-06-30,2024,2,595299.77,,2439550.36,325236.366,3338.073
601668 CH Equity,2024-09-30,2024,3,481921.938,,2493265.142,321118.081,5129.782
601668 CH Equity,2024-12-31,2024,4,560606.866,,2417799.793,374820.666,3771.571
601688 CH Equity,2020-03-31,2020,1,8010.6954,,470888.7166,150131.8775,
601688 CH Equity,2020-06-30,2020,2,8655.5288,,465870.9624,153058.6134,
601688 CH Equity,2020-09-30,2020,3,10254.51,,561777.2228,147131.6645,
601688 CH Equity,2020-12-31,2020,4,8663.358,,584439.201,171184.6717,
601688 CH Equity,2021-03-31,2021,1,10916.5677,,609283.102,195434.2174,
601688 CH Equity,2021-06-30,2021,2,11131.8368,,653919.1796,202715.3985,
601688 CH Equity,2021-09-30,2021,3,11097.5901,,684165.9727,190703.9025,
601688 CH Equity,2021-12-31,2021,4,13023.4024,,654615.0487,158031.0751,
601688 CH Equity,2022-03-31,2022,1,10026.6412,,676523.2501,188239.3083,
601688 CH Equity,2022-06-30,2022,2,11050.4656,,692930.1584,183211.2036,
601688 CH Equity,2022-09-30,2022,3,10412.9367,,700599.2132,169225.754,
601688 CH Equity,2022-12-31,2022,4,10498.1451,,678714.3796,189230.6399,
601688 CH Equity,2023-03-31,2023,1,11438.2071,,682226.8537,165249.0355,
601688 CH Equity,2023-06-30,2023,2,12730.1271,,716556.9079,180338.992,
601688 CH Equity,2023-09-30,2023,3,11075.9823,,692885.0376,152706.3807,
601688 CH Equity,2023-12-31,2023,4,12885.3647,,723290.9566,161874.9974,
601688 CH Equity,2024-03-31,2024,1,9226.5774,,677900.9316,171011.4483,
601688 CH Equity,2024-06-30,2024,2,8702.3812,,651153.3443,170624.6252,
601688 CH Equity,2024-09-30,2024,3,13197.022,,661626.199,225596.3548,
601688 CH Equity,2024-12-31,2024,4,11590.9592,,622376.5729,192166.0749,
601818 CH Equity,2020-03-31,2020,1,65530,,4833795,597757,
601818 CH Equity,2020-06-30,2020,2,63548,,4996991,675230,
601818 CH Equity,2020-09-30,2020,3,62560,,4846827,542988,
601818 CH Equity,2020-12-31,2020,4,63306,,4913123,519228,
601818 CH Equity,2021-03-31,2021,1,67463,,5117212,492887,
601818 CH Equity,2021-06-30,2021,2,67045,,5308658,579078,
601818 CH Equity,2021-09-30,2021,3,70226,,5210098,471280,
601818 CH Equity,2021-12-31,2021,4,62331,,5417703,598965,
601818 CH Equity,2022-03-31,2022,1,70329,,5754956,691051,
601818 CH Equity,2022-06-30,2022,2,67945,,5764712,599126,
601818 CH Equity,2022-09-30,2022,3,71929,,5760672,488736,
601818 CH Equity,2022-12-31,2022,4,69255,,5790497,518506,
601818 CH Equity,2023-03-31,2023,1,73642,,6156341,634001,
601818 CH Equity,2023-06-30,2023,2,71975,,6217251,622256,
601818 CH Equity,2023-09-30,2023,3,73085,,6284532,545397,
601818 CH Equity,2023-12-31,2023,4,67097,,6218011,598868,
601818 CH Equity,2024-03-31,2024,1,71898,,6329733,557864,
601818 CH Equity,2024-06-30,2024,2,69575,,6225829,528354,
601818 CH Equity,2024-09-30,2024,3,66562,,6302078,572563,
601818 CH Equity,2024-12-31,2024,4,64640,,6368790,628900,
6044Z LN Equity,2020-12-31,2020,4,1702,,51881,18690,
6044Z LN Equity,2021-12-31,2021,4,3087,,54428,22619,
6044Z LN Equity,2022-12-31,2022,4,1930,,52289,21402,
6044Z LN Equity,2023-12-31,2023,4,4947,,51654,18729,
6044Z LN Equity,2024-12-31,2024,4,5070,,61151,24793,
700 HK Equity,2020-03-31,2020,1,108065,45857,501402,200298,370
700 HK Equity,2020-06-30,2020,2,114883,48746,553271,261550,256
700 HK Equity,2020-09-30,2020,3,125447,55650,543532,235968,-9
700 HK Equity,2020-12-31,2020,4,133669,75793,555382,229011,58
700 HK Equity,2021-03-31,2021,1,135303,68710,577987,226289,112
700 HK Equity,2021-06-30,2021,2,138259,64925,590801,216939,312
700 HK Equity,2021-09-30,2021,3,142368,65562,636208,254611,389
700 HK Equity,2021-12-31,2021,4,144188,122732,735671,264101,485
700 HK Equity,2022-03-31,2022,1,135471,51373,648881,284740,366
700 HK Equity,2022-06-30,2022,2,134034,42309,655788,292185,-136
700 HK Equity,2022-09-30,2022,3,140093,63965,659737,292423,401
700 HK Equity,2022-12-31,2022,4,144954,44651,795271,290756,244
700 HK Equity,2023-03-31,2023,1,149986,54156,675833,339283,-163
700 HK Equity,2023-06-30,2023,2,149208,50739,696687,347727,-375
700 HK Equity,2023-09-30,2023,3,154625,57850,710288,362495,-448
700 HK Equity,2023-12-31,2023,4,155196,55961,703565,379155,-902
700 HK Equity,2024-03-31,2024,1,159501,66094,729908,419043,-1204
700 HK Equity,2024-06-30,2024,2,161117,57067,727373,368752,-932
700 HK Equity,2024-09-30,2024,3,167193,67371,742850,360318,-851
700 HK Equity,2024-12-31,2024,4,172446,73546,727099,343159,-570
7915Z US Equity,2020-03-31,2020,1,830,,242175,1842,
7915Z US Equity,2020-06-30,2020,2,1281,,256417,2142,
7915Z US Equity,2020-09-30,2020,3,1534,,264960,2202,
7915Z US Equity,2020-12-31,2020,4,1452,,281283,2222,
7915Z US Equity,2021-03-31,2021,1,1645,,274339,1573,
7915Z US Equity,2021-06-30,2021,2,820,,269223,2578,
7915Z US Equity,2021-09-30,2021,3,1246,,266083,1977,
7915Z US Equity,2021-12-31,2021,4,948,,268995,945,
7915Z US Equity,2022-03-31,2022,1,2267,,266312,392,
7915Z US Equity,2022-06-30,2022,2,3187,,262222,429,
7915Z US Equity,2022-09-30,2022,3,2265,,265598,522,
7915Z US Equity,2022-12-31,2022,4,3399,,264685,622,
7915Z US Equity,2023-03-31,2023,1,3871,,271040,542,
7915Z US Equity,2023-06-30,2023,2,4231,,272259,557,
7915Z US Equity,2023-09-30,2023,3,4940,,275660,530,
7915Z US Equity,2023-12-31,2023,4,4066,,279907,379,
7915Z US Equity,2024-03-31,2024,1,5342,,284843,354,
7915Z US Equity,2024-06-30,2024,2,5700,,293128,489,
7915Z US Equity,2024-09-30,2024,3,3894,,311603,531,
7915Z US Equity,2024-12-31,2024,4,5243,,307605,504,
81074Z PM Equity,2020-12-31,2020,4,3302,,219104,6859,
81074Z PM Equity,2021-12-31,2021,4,2558,,229229,4888,
81074Z PM Equity,2022-12-31,2022,4,4584,,236444,3341,
81074Z PM Equity,2023-12-31,2023,4,10024,,246117,1641,
81074Z PM Equity,2024-12-31,2024,4,11024,,258167,2495,
8306 JP Equity,2020-03-31,2020,1,1570051,,319715641,103167098,
8306 JP Equity,2020-06-30,2020,2,1516549,,325006828,103285463,
8306 JP Equity,2020-09-30,2020,3,1400028,,331105798,108406873,
8306 JP Equity,2020-12-31,2020,4,1254371,,334244385,113664414,
8306 JP Equity,2021-03-31,2021,1,1420142,,341757258,117654127,
8306 JP Equity,2021-06-30,2021,2,1393013,,343757885,121366512,
8306 JP Equity,2021-09-30,2021,3,1448372,,341696106,117443702,
8306 JP Equity,2021-12-31,2021,4,1343196,,347152111,123156932,
8306 JP Equity,2022-03-31,2022,1,1504509,,355743665,123943783,
8306 JP Equity,2022-06-30,2022,2,1390015,,369276392,125264934,
8306 JP Equity,2022-09-30,2022,3,1822497,,373949592,116500783,
8306 JP Equity,2022-12-31,2022,4,2121191,,373693294,119062844,
8306 JP Equity,2023-03-31,2023,1,2172124,,368526620,128249241,
8306 JP Equity,2023-06-30,2023,2,2713201,,368273964,123081150,
8306 JP Equity,2023-09-30,2023,3,2772294,,378559412,126813290,
8306 JP Equity,2023-12-31,2023,4,2660165,,377062028,126899602,
8306 JP Equity,2024-03-31,2024,1,3070778,,382956169,128963884,
8306 JP Equity,2024-06-30,2024,2,3467939,,385892112,127144823,
8306 JP Equity,2024-09-30,2024,3,3302285,,377379758,127473664,
8306 JP Equity,2024-12-31,2024,4,3149297,,391570749,125579523,
8315 JP Equity,2020-03-31,2020,1,2248098,,258133007,77054972,
8315 JP Equity,2020-09-30,2020,3,2027808,,269189663,84008865,
8315 JP Equity,2021-03-31,2021,1,1695948,,277697760,90951887,
8315 JP Equity,2021-09-30,2021,3,1844384,,276108071,91421595,
8315 JP Equity,2022-03-31,2022,1,1907019,,287368082,93974764,
8315 JP Equity,2022-09-30,2022,3,2092496,,308668423,90234302,
8315 JP Equity,2023-03-31,2023,1,3057575,,301590620,97453136,
8315 JP Equity,2023-09-30,2023,3,3893568,,303841171,93772802,
8315 JP Equity,2024-03-31,2024,1,4033109,,310056904,97137738,
8315 JP Equity,2024-09-30,2024,3,4791329,,306099365,96191162,
8316 JP Equity,2020-03-31,2020,1,1046654,,209078615,71341016,
8316 JP Equity,2020-06-30,2020,2,930500,,215189129,71060332,
8316 JP Equity,2020-09-30,2020,3,939975,,214458248,74783498,
8316 JP Equity,2020-12-31,2020,4,910748,,221491390,76266126,
8316 JP Equity,2021-03-31,2021,1,926102,,230685262,80687457,
8316 JP Equity,2021-06-30,2021,2,904885,,228100309,80460326,
8316 JP Equity,2021-09-30,2021,3,957191,,228965814,78384645,
8316 JP Equity,2021-12-31,2021,4,975352,,238326457,83178227,
8316 JP Equity,2022-03-31,2022,1,982800,,245507294,82792764,
8316 JP Equity,2022-06-30,2022,2,1137535,,257246418,81969505,
8316 JP Equity,2022-09-30,2022,3,1439060,,258987935,82680118,
8316 JP Equity,2022-12-31,2022,4,1481994,,252160606,81443754,
8316 JP Equity,2023-03-31,2023,1,1666670,,257637458,87371546,
8316 JP Equity,2023-06-30,2023,2,2004528,,271206378,92675030,
8316 JP Equity,2023-09-30,2023,3,2106511,,279903979,91217225,
8316 JP Equity,2023-12-31,2023,4,2277301,,271872889,90920615,
8316 JP Equity,2024-03-31,2024,1,2336035,,280436734,91998946,
8316 JP Equity,2024-06-30,2024,2,2463367,,286899948,92576076,
8316 JP Equity,2024-09-30,2024,3,2452368,,275129842,91369134,
8316 JP Equity,2024-12-31,2024,4,2560596,,295571084,95552942,
8411 JP Equity,2020-03-31,2020,1,923156,,205995230,60235919,
8411 JP Equity,2020-06-30,2020,2,775661,,211882582,56538821,
8411 JP Equity,2020-09-30,2020,3,707386,,212140512,55408096,
8411 JP Equity,2020-12-31,2020,4,687992,,208892023,56965279,
8411 JP Equity,2021-03-31,2021,1,883919,,216224004,60195411,
8411 JP Equity,2021-06-30,2021,2,695128,,217424884,60596746,
8411 JP Equity,2021-09-30,2021,3,708264,,217554506,64338576,
8411 JP Equity,2021-12-31,2021,4,718561,,216018735,65156936,
8411 JP Equity,2022-03-31,2022,1,678958,,227865111,65049672,
8411 JP Equity,2022-06-30,2022,2,864636,,241641479,67695111,
8411 JP Equity,2022-09-30,2022,3,1098157,,247131370,70560211,
8411 JP Equity,2022-12-31,2022,4,1319241,,242762605,72226132,
8411 JP Equity,2023-03-31,2023,1,1508719,,245049740,80232414,
8411 JP Equity,2023-06-30,2023,2,1794712,,256574260,76615002,
8411 JP Equity,2023-09-30,2023,3,1962495,,262538408,77705020,
8411 JP Equity,2023-12-31,2023,4,1936773,,261207078,86720465,
8411 JP Equity,2024-03-31,2024,1,2485295,,268360016,94761960,
8411 JP Equity,2024-06-30,2024,2,2300730,,281900072,96574275,
8411 JP Equity,2024-09-30,2024,3,2102088,,266593572,95400025,
8411 JP Equity,2024-12-31,2024,4,2375465,,274808339,91578626,
883 HK Equity,2021-09-30,2021,3,59683,,,,
883 HK Equity,2022-03-31,2022,1,90898,,308420,173425,430
883 HK Equity,2022-06-30,2022,2,111457,,370001,253366,141
883 HK Equity,2022-09-30,2022,3,108790,,366130,244915,-132
883 HK Equity,2022-12-31,2022,4,111085,,330648,209596,-291
883 HK Equity,2023-03-31,2023,1,97711,,334222,235470,-285
883 HK Equity,2023-06-30,2023,2,94353,,361348,215957,-643
883 HK Equity,2023-09-30,2023,3,114753,,375395,208813,-667
883 HK Equity,2023-12-31,2023,4,109792,,337722,194866,-787
883 HK Equity,2024-03-31,2024,1,111468,,347100,226688,-1018
883 HK Equity,2024-06-30,2024,2,115302,,354501,235535,135
883 HK Equity,2024-09-30,2024,3,99254,,358786,232232,-731
883 HK Equity,2024-12-31,2024,4,94482,,306845,199967,-161
902 HK Equity,2020-03-31,2020,1,40382.6063,,292601.4805,14895.4809,2464.0387
902 HK Equity,2020-06-30,2020,2,38766.249,,287774.8227,14908.677,2268.6723
902 HK Equity,2020-09-30,2020,3,42705.8125,,279508.9908,14017.482,2094.6536
902 HK Equity,2020-12-31,2020,4,47584.5197,,296730.3985,13257.8934,2109.4945
902 HK Equity,2021-03-31,2021,1,49983.6838,,298014.8478,14282.952,2067.0941
902 HK Equity,2021-06-30,2021,2,45277.0019,,305001.6449,13625.5385,2056.834
902 HK Equity,2021-09-30,2021,3,50058.084,,315615.92,14484.105,2099.2311
902 HK Equity,2021-12-31,2021,4,59760.7269,,366176.4811,15554.825,2285.0061
902 HK Equity,2022-03-31,2022,1,65250.3796,,365440.5597,16957.3464,2480.4667
902 HK Equity,2022-06-30,2022,2,51618.6824,,360136.1448,15226.4606,2466.1687
902 HK Equity,2022-09-30,2022,3,67083.7232,,366313.8437,17061.9614,2370.19
902 HK Equity,2022-12-31,2022,4,62772.0041,,376061.9267,16517.1083,2305.2097
902 HK Equity,2023-03-31,2023,1,65269.3682,,362178.768,18697.627,2217.7863
902 HK Equity,2023-06-30,2023,2,60762.8993,,366201.5375,16284.5733,2121.4343
902 HK Equity,2023-09-30,2023,3,65289.4465,,365296.5311,18754.322,2060.5977
902 HK Equity,2023-12-31,2023,4,63074.9806,,369796.7196,16150.6348,2031.3876
902 HK Equity,2024-03-31,2024,1,65366.8847,,368584.2891,20778.9295,1885.6682
902 HK Equity,2024-06-30,2024,2,53438.9732,,375803.3191,20326.7417,1857.4668
902 HK Equity,2024-09-30,2024,3,65589.8571,,363443.1748,28274.1763,1800.2815
902 HK Equity,2024-12-31,2024,4,61155.2085,,383794.9276,18601.1063,1637.1248
926126Z ID Equity,2024-12-31,2024,4,2.224,,6866.328,5.764,
939 HK Equity,2020-03-31,2020,1,312846,,24775110,4635279,
939 HK Equity,2020-06-30,2020,2,288350,,25353930,4262005,
939 HK Equity,2020-09-30,2020,3,289595,,25952251,4363399,
939 HK Equity,2020-12-31,2020,4,290769,,25742901,4240040,
939 HK Equity,2021-03-31,2021,1,329519,,26908834,4401566,
939 HK Equity,2021-06-30,2021,2,315196,,27370847,4285361,
939 HK Equity,2021-09-30,2021,3,326960,,27587342,4108140,
939 HK Equity,2021-12-31,2021,4,321190,,27639857,3656239,
939 HK Equity,2022-03-31,2022,1,328362,,29314072,4068093,
939 HK Equity,2022-06-30,2022,2,300944,,31007226,4620040,
939 HK Equity,2022-09-30,2022,3,334573,,31486358,4724060,
939 HK Equity,2022-12-31,2022,4,333230,,31724467,4895352,
939 HK Equity,2023-03-31,2023,1,358371,,33978267,5458305,
939 HK Equity,2023-06-30,2023,2,353731,,35298478,5735681,
939 HK Equity,2023-09-30,2023,3,355124,,34748165,4535735,
939 HK Equity,2023-12-31,2023,4,360944,,35152752,4869044,
939 HK Equity,2024-03-31,2024,1,369181,,36466753,4788130,
939 HK Equity,2024-06-30,2024,2,354195,,37038911,4912457,
939 HK Equity,2024-09-30,2024,3,353076,,37579717,4792859,
939 HK Equity,2024-12-31,2024,4,341757,,37227184,4021327,
998 HK Equity,2020-03-31,2020,1,91498,,6480163,808936,
998 HK Equity,2020-06-30,2020,2,79812,,6534250,793983,
998 HK Equity,2020-09-30,2020,3,122967,,6773766,801421,
998 HK Equity,2020-12-31,2020,4,41718,,6951123,848051,
998 HK Equity,2021-03-31,2021,1,91554,,7209895,782208,
998 HK Equity,2021-06-30,2021,2,81741,,7199923,774265,
998 HK Equity,2021-09-30,2021,3,133101,,7259523,784115,
998 HK Equity,2021-12-31,2021,4,38793,,7400258,778594,
998 HK Equity,2022-03-31,2022,1,94682,,7577234,804922,
998 HK Equity,2022-06-30,2022,2,89239,,7616727,773518,
998 HK Equity,2022-09-30,2022,3,94117,,7944166,873179,
998 HK Equity,2022-12-31,2022,4,86112,,7861713,788109,
998 HK Equity,2023-03-31,2023,1,94632,,8080741,847003,
998 HK Equity,2023-06-30,2023,2,92139,,8122284,783558,
998 HK Equity,2023-09-30,2023,3,95570,,8198567,720682,
998 HK Equity,2023-12-31,2023,4,99394,,8317809,840032,
998 HK Equity,2024-03-31,2024,1,98353,,8285630,823420,
998 HK Equity,2024-06-30,2024,2,92755,,8288872,840618,
998 HK Equity,2024-09-30,2024,3,94271,,8429295,869156,
998 HK Equity,2024-12-31,2024,4,93441,,8725357,1010174,
AAPL US Equity,2020-03-31,2020,1,58313,15639,241975,192844,-292
AAPL US Equity,2020-06-30,2020,2,59685,16224,245062,193617,-204
AAPL US Equity,2020-09-30,2020,3,64698,17877,258549,191830,-134
AAPL US Equity,2020-12-31,2020,4,111439,36200,287830,195571,-109
AAPL US Equity,2021-03-31,2021,1,89584,30300,267980,204373,-48
AAPL US Equity,2021-06-30,2021,2,81434,26958,265560,193644,-54
AAPL US Equity,2021-09-30,2021,3,83360,26775,287912,190516,13
AAPL US Equity,2021-12-31,2021,4,123945,44185,309259,202596,44
AAPL US Equity,2022-03-31,2022,1,97278,32716,283263,192730,-9
AAPL US Equity,2022-06-30,2022,2,82959,25881,278202,179308,-3
AAPL US Equity,2022-09-30,2022,3,90146,27759,302083,169109,74
AAPL US Equity,2022-12-31,2022,4,117154,38932,290020,165450,135
AAPL US Equity,2023-06-30,2023,2,94836,31216,270002,166333,12
AAPL US Equity,2023-09-30,2023,3,81797,26050,274764,166543,18
AAPL US Equity,2023-09-30,2023,3,89498,29622,290437,162099,18
AAPL US Equity,2023-12-31,2023,4,119575,43221,279414,172575,
AAPL US Equity,2024-03-31,2024,1,90753,30736,263217,162337,
AAPL US Equity,2024-06-30,2024,2,85777,28202,264904,153041,
AAPL US Equity,2024-09-30,2024,3,94930,32502,308030,156650,
AAPL US Equity,2024-12-31,2024,4,124300,45912,277327,141368,
ABBV US Equity,2020-03-31,2020,1,8619,4162,98614,41142,428
ABBV US Equity,2020-06-30,2020,2,10425,2307,134798,6040,614
ABBV US Equity,2020-09-30,2020,3,12902,5547,134332,7950,620
ABBV US Equity,2020-12-31,2020,4,13858,5818,137468,8479,618
ABBV US Equity,2021-03-31,2021,1,13010,6318,136768,9777,622
ABBV US Equity,2021-06-30,2021,2,13959,6641,135378,8600,606
ABBV US Equity,2021-09-30,2021,3,14342,6433,135281,12249,585
ABBV US Equity,2021-12-31,2021,4,14886,7053,131093,9830,571
ABBV US Equity,2022-03-31,2022,1,13538,6770,126897,7572,539
ABBV US Equity,2022-06-30,2022,2,14583,5347,128498,9961,532
ABBV US Equity,2022-09-30,2022,3,14812,6808,125298,11879,497
ABBV US Equity,2022-12-31,2022,4,15121,7659,121518,9229,476
ABBV US Equity,2023-03-31,2023,1,12225,4895,121241,6722,454
ABBV US Equity,2023-06-30,2023,2,13865,6773,122469,8766,454
ABBV US Equity,2023-09-30,2023,3,13927,4516,124092,13290,398
ABBV US Equity,2023-12-31,2023,4,14301,5271,124314,12816,378
ABBV US Equity,2024-03-31,2024,1,12310,4872,140827,18069,453
ABBV US Equity,2024-06-30,2024,2,14462,6129,135116,13157,506
ABBV US Equity,2024-09-30,2024,3,14460,5910,137351,7285,591
ABBV US Equity,2024-12-31,2024,4,15102,612,131797,5555,610
ACA FP Equity,2020-03-31,2020,1,5200,,1817500,581800,
ACA FP Equity,2020-06-30,2020,2,4897,,1903440,769418,
ACA FP Equity,2020-09-30,2020,3,5151,,1896500,644600,
ACA FP Equity,2020-12-31,2020,4,5251,,1887567,781267,
ACA FP Equity,2021-03-31,2021,1,5493,,1957300,713000,
ACA FP Equity,2021-06-30,2021,2,5818,,1988086,865202,
ACA FP Equity,2021-09-30,2021,3,5531,,2015200,750700,
ACA FP Equity,2021-12-31,2021,4,5815,,1997039,855771,
ACA FP Equity,2022-03-31,2022,1,5584,,2049900,762200,
ACA FP Equity,2022-06-30,2022,2,5619,,2076646,885527,
ACA FP Equity,2022-09-30,2022,3,5321,,2185900,788400,
ACA FP Equity,2022-12-31,2022,4,5967,,2062606,780886,
ACA FP Equity,2023-03-31,2023,1,6121,,,,
ACA FP Equity,2023-06-30,2023,2,6676,,2103126,882763,
ACA FP Equity,2023-09-30,2023,3,6343,,2100600,710800,
ACA FP Equity,2023-12-31,2023,4,6040,,2109478,737804,
ACA FP Equity,2024-03-31,2024,1,6806,,2139200,736500,
ACA FP Equity,2024-06-30,2024,2,6796,,2153797,886344,
ACA FP Equity,2024-09-30,2024,3,6487,,2165800,717900,
ACA FP Equity,2024-12-31,2024,4,7092,,2226471,735561,
ADCB UH Equity,2020-03-31,2020,1,5331.232,,363687.973,53716.254,
ADCB UH Equity,2020-06-30,2020,2,4302.532,,353246.879,45322.644,
ADCB UH Equity,2020-09-30,2020,3,4053.275,,354236.803,38246.153,
ADCB UH Equity,2020-12-31,2020,4,3968.33,,354554.913,51137.049,
ADCB UH Equity,2021-03-31,2021,1,3760.144,,340095.753,38369.306,
ADCB UH Equity,2021-06-30,2021,2,3912.661,,359181.399,47778.058,
ADCB UH Equity,2021-09-30,2021,3,3731.009,,373894.226,55708.644,
ADCB UH Equity,2021-12-31,2021,4,4144.592,,380908.343,60416.345,
ADCB UH Equity,2022-03-31,2022,1,3843.692,,388325.073,61728.436,
ADCB UH Equity,2022-06-30,2022,2,4762.384,,418226.336,79280.059,
ADCB UH Equity,2022-09-30,2022,3,5608.64,,427496.169,75925.498,
ADCB UH Equity,2022-12-31,2022,4,7644.81,,436416.028,74768.51,
ADCB UH Equity,2023-03-31,2023,1,7512.309,,439656.501,64963.679,
ADCB UH Equity,2023-06-30,2023,2,8203.332,,457588.907,73452.993,
ADCB UH Equity,2023-09-30,2023,3,8849.934,,471582.96,75644.025,
ADCB UH Equity,2023-12-31,2023,4,9758.795,,495941.018,83000.156,
ADCB UH Equity,2024-03-31,2024,1,9948.397,,525724.447,81873.111,
ADCB UH Equity,2024-06-30,2024,2,10225.883,,541534.758,81621.6,
ADCB UH Equity,2024-09-30,2024,3,10533.114,,565061.836,88310.527,
ADCB UH Equity,2024-12-31,2024,4,11227.84,,577247.317,96436.576,
AIG US Equity,2020-03-31,2020,1,14443,,448634,2738,
AIG US Equity,2020-06-30,2020,2,9396,,506570,3408,
AIG US Equity,2020-09-30,2020,3,10221,,512623,3191,
AIG US Equity,2020-12-31,2020,4,9676,,519282,2827,
AIG US Equity,2021-03-31,2021,1,14454,,520830,2796,
AIG US Equity,2021-06-30,2021,2,10681,,531342,2760,
AIG US Equity,2021-09-30,2021,3,12835,,529141,2699,
AIG US Equity,2021-12-31,2021,4,14087,,527200,2198,
AIG US Equity,2022-03-31,2022,1,14944,,518204,2537,
AIG US Equity,2022-06-30,2022,2,14441,,492114,2378,
AIG US Equity,2022-09-30,2022,3,13998,,475711,2294,
AIG US Equity,2022-12-31,2022,4,11845,,478774,2043,
AIG US Equity,2023-03-31,2023,1,10788,,490321,1923,
AIG US Equity,2023-06-30,2023,2,7436,,490647,1531,
AIG US Equity,2023-09-30,2023,3,7267,,478308,1994,
AIG US Equity,2023-12-31,2023,4,6526,,488005,1540,
AIG US Equity,2024-03-31,2024,1,6710,,495011,1406,
AIG US Equity,2024-06-30,2024,2,6560,,123415,1381,
AIG US Equity,2024-09-30,2024,3,6706,,124376,1472,
AIG US Equity,2024-12-31,2024,4,7133,,118772,1302,
ALLY US Equity,2020-03-31,2020,1,2617,945,169008,6161,
ALLY US Equity,2020-06-30,2020,2,2733,1636,170235,19131,
ALLY US Equity,2020-09-30,2020,3,2678,1770,171144,19939,
ALLY US Equity,2020-12-31,2020,4,2853,1902,167462,15621,
ALLY US Equity,2021-03-31,2021,1,2658,1949,167254,15778,
ALLY US Equity,2021-06-30,2021,2,2738,1821,162940,13664,
ALLY US Equity,2021-09-30,2021,3,2568,1652,161895,10915,
ALLY US Equity,2021-12-31,2021,4,2800,1654,165064,5062,
ALLY US Equity,2022-03-31,2022,1,2753,1586,168884,3932,
ALLY US Equity,2022-06-30,2022,2,2762,1437,171719,4167,
ALLY US Equity,2022-09-30,2022,3,3058,1555,176206,5004,
ALLY US Equity,2022-12-31,2022,4,3626,1965,178967,5571,
ALLY US Equity,2023-03-31,2023,1,3784,2170,182787,9780,
ALLY US Equity,2023-06-30,2023,2,3960,2387,183709,9972,
ALLY US Equity,2023-09-30,2023,3,4030,2395,182879,8515,
ALLY US Equity,2023-12-31,2023,4,4206,2293,182626,6945,
ALLY US Equity,2024-03-31,2024,1,4112,2416,179220,8153,
ALLY US Equity,2024-06-30,2024,2,4043,2425,178680,7369,
